,Pickup Address,Destination Address,Platform Type,Personal or Business,Distance (KM),Rider Id,Time from Pickup to Arrival
9108,Pumwani,Pumwani,3,Business,13,Rider_Id_548,1790
9109,Kikuyu,Pumwani,3,Business,24,Rider_Id_868,3876
9110,Nairobi,Nairobi,1,Personal,8,Rider_Id_340,1605
9111,Nairobi,Nairobi,3,Business,10,Rider_Id_878,1049
9112,Nairobi,Nairobi,3,Business,14,Rider_Id_349,2068
9113,Nairobi,Nairobi,3,Business,9,Rider_Id_206,1013
9114,Nairobi,Nairobi,3,Business,5,Rider_Id_61,242
9115,Nairobi,Nairobi,3,Business,5,Rider_Id_343,1817
9116,Nairobi,Pumwani,3,Business,15,Rider_Id_669,180
9117,Nairobi,Nairobi,3,Business,3,Rider_Id_847,18
9118,Nairobi,Nairobi,1,Personal,8,Rider_Id_882,1037
9119,Nairobi,Nairobi,3,Business,6,Rider_Id_215,1391
9120,Nairobi,Nairobi,3,Business,6,Rider_Id_755,1059
9121,Nairobi,Pumwani,3,Business,17,Rider_Id_800,4061
9122,Nairobi,Nairobi,3,Personal,4,Rider_Id_923,671
9123,Nairobi,Kiambu,2,Personal,13,Rider_Id_754,1241
9124,Nairobi,Nairobi,3,Business,7,Rider_Id_291,969
9125,Nairobi,Nairobi,3,Business,10,Rider_Id_623,1283
9126,Nairobi,Nairobi,3,Business,8,Rider_Id_571,4410
9127,Nairobi,Nairobi,3,Business,4,Rider_Id_828,987
9128,Nairobi,Nairobi,3,Business,2,Rider_Id_894,274
9129,Nairobi,Nairobi,3,Business,14,Rider_Id_10,9
9130,Nairobi,Nairobi,3,Business,7,Rider_Id_880,979
9131,Nairobi,Nairobi,1,Personal,4,Rider_Id_174,1244
9132,Nairobi,Nairobi,3,Business,3,Rider_Id_486,4
9133,Nairobi,Nairobi,2,Business,12,Rider_Id_612,1771
9134,Nairobi,Nairobi,2,Personal,5,Rider_Id_565,741
9135,Nairobi,Athi River,3,Business,20,Rider_Id_620,3484
9136,Nairobi,Pumwani,3,Business,19,Rider_Id_751,2940
9137,Nairobi,Nairobi,3,Business,5,Rider_Id_10,3
9138,Nairobi,Nairobi,1,Personal,5,Rider_Id_874,1035
9139,Pumwani,Nairobi,3,Business,12,Rider_Id_195,1031
9140,Nairobi,Pumwani,3,Business,13,Rider_Id_6,2420
9141,Nairobi,Nairobi,3,Business,5,Rider_Id_726,671
9142,Nairobi,Pumwani,3,Business,17,Rider_Id_205,3486
9143,Nairobi,Pumwani,3,Business,6,Rider_Id_239,572
9144,Nairobi,Nairobi,3,Business,11,Rider_Id_849,1354
9145,Nairobi,Nairobi,1,Personal,11,Rider_Id_38,1375
9146,Nairobi,Nairobi,3,Business,9,Rider_Id_219,1283
9147,Nairobi,Nairobi,1,Personal,6,Rider_Id_338,1024
9148,Nairobi,Kiambu,3,Business,12,Rider_Id_576,1569
9149,Ngong,Nairobi,3,Business,19,Rider_Id_314,217
9150,Nairobi,Kiambu,3,Business,18,Rider_Id_607,2187
9151,Nairobi,Nairobi,3,Business,6,Rider_Id_291,1338
9152,Nairobi,Nairobi,3,Personal,9,Rider_Id_417,1823
9153,Pumwani,Nairobi,3,Personal,18,Rider_Id_48,4792
9154,Nairobi,Nairobi,3,Business,7,Rider_Id_507,1800
9155,Pumwani,Nairobi,3,Business,8,Rider_Id_848,1110
9156,Pumwani,Nairobi,3,Personal,7,Rider_Id_414,925
9157,Nairobi,Nairobi,3,Business,10,Rider_Id_828,698
9158,Nairobi,Nairobi,3,Personal,7,Rider_Id_208,2296
9159,Nairobi,Nairobi,3,Business,8,Rider_Id_786,1540
9160,Pumwani,Nairobi,3,Business,17,Rider_Id_397,2966
9161,Nairobi,Pumwani,2,Personal,7,Rider_Id_208,791
9162,Nairobi,Nairobi,3,Business,5,Rider_Id_690,1845
9163,Ngong,Nairobi,3,Business,24,Rider_Id_742,3656
9164,Nairobi,Nairobi,3,Business,7,Rider_Id_349,1192
9165,Nairobi,Pumwani,3,Business,11,Rider_Id_573,1146
9166,Nairobi,Thika,3,Business,35,Rider_Id_908,2814
9167,Nairobi,Nairobi,3,Business,6,Rider_Id_489,1378
9168,Nairobi,Pumwani,3,Business,7,Rider_Id_311,1400
9169,Nairobi,Nairobi,3,Business,9,Rider_Id_847,2288
9170,Nairobi,Nairobi,3,Business,14,Rider_Id_523,1570
9171,Pumwani,Nairobi,3,Business,11,Rider_Id_239,21
9172,Pumwani,Pumwani,3,Business,11,Rider_Id_124,1180
9173,Nairobi,Nairobi,3,Business,2,Rider_Id_527,815
9174,Nairobi,Nairobi,3,Business,14,Rider_Id_619,2
9175,Nairobi,Nairobi,3,Business,7,Rider_Id_764,1194
9176,Nairobi,Nairobi,3,Personal,4,Rider_Id_539,1
9177,Nairobi,Nairobi,3,Business,1,Rider_Id_147,664
9178,Nairobi,Nairobi,3,Business,7,Rider_Id_330,1123
9179,Nairobi,Nairobi,3,Business,10,Rider_Id_731,1519
9180,Nairobi,Nairobi,1,Personal,7,Rider_Id_447,1928
9181,Pumwani,Nairobi,3,Business,19,Rider_Id_408,1952
9182,Nairobi,Nairobi,3,Business,11,Rider_Id_24,917
9183,Nairobi,Nairobi,3,Business,2,Rider_Id_831,3
9184,Nairobi,Nairobi,3,Business,11,Rider_Id_864,1620
9185,Nairobi,Nairobi,1,Personal,5,Rider_Id_88,1133
9186,Nairobi,Nairobi,3,Business,9,Rider_Id_519,1546
9187,Nairobi,Nairobi,3,Personal,9,Rider_Id_634,1351
9188,Nairobi,Nairobi,3,Business,8,Rider_Id_685,2377
9189,Nairobi,Nairobi,2,Personal,6,Rider_Id_208,1257
9190,Pumwani,Nairobi,3,Business,10,Rider_Id_436,2206
9191,Nairobi,Nairobi,3,Business,15,Rider_Id_218,1640
9192,Nairobi,Nairobi,3,Business,11,Rider_Id_623,2440
9193,Nairobi,Nairobi,2,Personal,2,Rider_Id_103,291
9194,Nairobi,Nairobi,3,Business,8,Rider_Id_854,1574
9195,Pumwani,Nairobi,3,Business,23,Rider_Id_654,3067
9196,Nairobi,Pumwani,1,Personal,9,Rider_Id_427,1901
9197,Nairobi,Nairobi,1,Personal,2,Rider_Id_407,610
9198,Nairobi,Pumwani,3,Business,5,Rider_Id_812,1358
9199,Nairobi,Nairobi,3,Business,5,Rider_Id_779,2
9200,Nairobi,Pumwani,3,Business,16,Rider_Id_310,1628
9201,Nairobi,Nairobi,3,Business,3,Rider_Id_445,944
9202,Nairobi,Pumwani,3,Business,16,Rider_Id_38,2483
9203,Nairobi,Nairobi,3,Business,5,Rider_Id_882,413
9204,Nairobi,Nairobi,3,Business,5,Rider_Id_365,297
9205,Nairobi,Nairobi,3,Business,7,Rider_Id_878,1165
9206,Nairobi,Nairobi,3,Business,8,Rider_Id_925,1396
9207,Nairobi,Nairobi,3,Business,1,Rider_Id_268,679
9208,Nairobi,Pumwani,3,Business,12,Rider_Id_953,2272
9209,Pumwani,Nairobi,3,Personal,21,Rider_Id_74,2578
9210,Nairobi,Kikuyu,3,Business,12,Rider_Id_228,1548
9211,Nairobi,Nairobi,3,Business,8,Rider_Id_233,1462
9212,Nairobi,Ngong,3,Business,19,Rider_Id_591,2116
9213,Pumwani,Nairobi,3,Business,7,Rider_Id_690,1342
9214,Nairobi,Pumwani,3,Business,10,Rider_Id_812,1181
9215,Nairobi,Nairobi,3,Business,5,Rider_Id_953,1958
9216,Nairobi,Kiambu,1,Personal,16,Rider_Id_334,2624
9217,Pumwani,Nairobi,3,Business,12,Rider_Id_669,1134
9218,Nairobi,Nairobi,1,Personal,10,Rider_Id_387,2155
9219,Nairobi,Nairobi,3,Business,8,Rider_Id_306,1310
9220,Nairobi,Nairobi,3,Personal,9,Rider_Id_68,1122
9221,Pumwani,Pumwani,3,Business,18,Rider_Id_191,3652
9222,Nairobi,Nairobi,3,Business,14,Rider_Id_349,1997
9223,Ngong,Nairobi,3,Business,16,Rider_Id_326,4519
9224,Nairobi,Nairobi,3,Business,3,Rider_Id_926,948
9225,Nairobi,Nairobi,3,Personal,10,Rider_Id_465,1507
9226,Nairobi,Nairobi,3,Business,8,Rider_Id_105,1108
9227,Nairobi,Nairobi,3,Business,8,Rider_Id_520,1313
9228,Ngong,Nairobi,1,Personal,17,Rider_Id_919,1713
9229,Pumwani,Nairobi,1,Personal,14,Rider_Id_543,1755
9230,Nairobi,Pumwani,3,Business,17,Rider_Id_452,2233
9231,Nairobi,Nairobi,3,Business,8,Rider_Id_446,960
9232,Nairobi,Nairobi,3,Business,2,Rider_Id_205,342
9233,Nairobi,Nairobi,3,Business,2,Rider_Id_161,319
9234,Nairobi,Nairobi,3,Business,16,Rider_Id_137,850
9235,Pumwani,Nairobi,3,Business,15,Rider_Id_829,1851
9236,Nairobi,Nairobi,3,Business,7,Rider_Id_549,1471
9237,Athi River,Nairobi,3,Business,13,Rider_Id_593,2317
9238,Nairobi,Nairobi,3,Business,3,Rider_Id_607,799
9239,Pumwani,Nairobi,3,Business,17,Rider_Id_130,1926
9240,Nairobi,Nairobi,3,Business,7,Rider_Id_19,976
9241,Nairobi,Nairobi,2,Personal,3,Rider_Id_219,889
9242,Nairobi,Nairobi,3,Business,12,Rider_Id_52,1712
9243,Nairobi,Nairobi,3,Business,1,Rider_Id_205,427
9244,Nairobi,Nairobi,3,Business,8,Rider_Id_311,2122
9245,Nairobi,Nairobi,3,Business,2,Rider_Id_781,351
9246,Pumwani,Nairobi,3,Business,3,Rider_Id_206,855
9247,Nairobi,Nairobi,3,Business,6,Rider_Id_427,1719
9248,Nairobi,Ngong,3,Business,15,Rider_Id_710,2347
9249,Nairobi,Nairobi,3,Business,5,Rider_Id_96,2676
9250,Nairobi,Nairobi,1,Personal,15,Rider_Id_329,2932
9251,Nairobi,Kikuyu,3,Business,6,Rider_Id_829,1039
9252,Nairobi,Nairobi,3,Business,9,Rider_Id_613,4064
9253,Pumwani,Nairobi,3,Business,17,Rider_Id_532,2558
9254,Nairobi,Pumwani,3,Business,11,Rider_Id_216,1033
9255,Pumwani,Nairobi,1,Personal,12,Rider_Id_852,2332
9256,Nairobi,Nairobi,3,Business,7,Rider_Id_56,541
9257,Nairobi,Nairobi,3,Business,12,Rider_Id_793,3470
9258,Nairobi,Nairobi,1,Business,8,Rider_Id_676,1517
9259,Nairobi,Nairobi,3,Business,11,Rider_Id_854,959
9260,Nairobi,Nairobi,3,Business,6,Rider_Id_477,1009
9261,Nairobi,Ngong,2,Personal,11,Rider_Id_449,1838
9262,Kiambu,Pumwani,3,Personal,13,Rider_Id_444,1410
9263,Kiambu,Nairobi,2,Personal,29,Rider_Id_734,3690
9264,Nairobi,Pumwani,3,Business,12,Rider_Id_96,2218
9265,Nairobi,Nairobi,3,Business,6,Rider_Id_726,2266
9266,Kiambu,Nairobi,3,Business,22,Rider_Id_484,1940
9267,Nairobi,Nairobi,3,Business,6,Rider_Id_848,1050
9268,Pumwani,Nairobi,3,Business,15,Rider_Id_812,1143
9269,Nairobi,Nairobi,3,Business,1,Rider_Id_880,373
9270,Nairobi,Nairobi,3,Business,4,Rider_Id_86,278
9271,Nairobi,Nairobi,3,Business,11,Rider_Id_65,56
9272,Nairobi,Pumwani,3,Personal,16,Rider_Id_758,3124
9273,Pumwani,Nairobi,3,Business,14,Rider_Id_779,1503
9274,Nairobi,Nairobi,3,Business,5,Rider_Id_318,22
9275,Nairobi,Nairobi,3,Business,7,Rider_Id_276,997
9276,Ngong,Pumwani,3,Business,28,Rider_Id_431,2461
9277,Pumwani,Athi River,3,Business,16,Rider_Id_457,2370
9278,Nairobi,Nairobi,3,Personal,6,Rider_Id_614,1507
9279,Nairobi,Pumwani,3,Business,16,Rider_Id_692,2108
9280,Athi River,Nairobi,3,Business,17,Rider_Id_19,2435
9281,Pumwani,Nairobi,3,Business,4,Rider_Id_790,360
9282,Nairobi,Nairobi,3,Business,4,Rider_Id_118,1844
9283,Kiambu,Nairobi,3,Business,17,Rider_Id_8,1667
9284,Nairobi,Nairobi,3,Business,3,Rider_Id_456,5
9285,Nairobi,Nairobi,3,Business,6,Rider_Id_477,1892
9286,Nairobi,Nairobi,3,Business,11,Rider_Id_619,1361
9287,Nairobi,Nairobi,3,Business,5,Rider_Id_932,358
9288,Nairobi,Pumwani,3,Business,14,Rider_Id_306,1942
9289,Nairobi,Nairobi,3,Business,4,Rider_Id_427,719
9290,Nairobi,Pumwani,3,Business,10,Rider_Id_878,1274
9291,Nairobi,Nairobi,3,Business,7,Rider_Id_463,798
9292,Nairobi,Nairobi,3,Personal,7,Rider_Id_763,1323
9293,Nairobi,Nairobi,3,Business,2,Rider_Id_383,216
9294,Nairobi,Ngong,2,Personal,11,Rider_Id_105,1716
9295,Pumwani,Nairobi,3,Business,13,Rider_Id_837,1635
9296,Nairobi,Nairobi,3,Business,16,Rider_Id_275,3038
9297,Nairobi,Nairobi,3,Business,8,Rider_Id_815,1598
9298,Nairobi,Nairobi,3,Business,17,Rider_Id_216,1429
9299,Pumwani,Ngong,3,Business,27,Rider_Id_925,4172
9300,Nairobi,Nairobi,3,Business,4,Rider_Id_523,422
9301,Nairobi,Nairobi,3,Business,7,Rider_Id_669,1107
9302,Nairobi,Nairobi,3,Business,10,Rider_Id_661,2103
9303,Nairobi,Nairobi,3,Business,6,Rider_Id_147,3116
9304,Nairobi,Nairobi,3,Business,2,Rider_Id_747,1001
9305,Nairobi,Nairobi,3,Business,5,Rider_Id_863,396
9306,Pumwani,Nairobi,3,Business,14,Rider_Id_260,1450
9307,Nairobi,Kiambu,3,Business,13,Rider_Id_726,1734
9308,Nairobi,Nairobi,3,Business,5,Rider_Id_206,760
9309,Nairobi,Nairobi,3,Business,5,Rider_Id_576,1277
9310,Nairobi,Nairobi,3,Business,6,Rider_Id_726,2030
9311,Kikuyu,Nairobi,3,Business,9,Rider_Id_240,1236
9312,Nairobi,Nairobi,3,Business,9,Rider_Id_101,1169
9313,Nairobi,Nairobi,3,Business,4,Rider_Id_119,2482
9314,Nairobi,Pumwani,3,Business,7,Rider_Id_292,2914
9315,Nairobi,Nairobi,3,Business,1,Rider_Id_575,580
9316,Nairobi,Nairobi,3,Business,6,Rider_Id_615,1045
9317,Nairobi,Nairobi,3,Business,10,Rider_Id_671,1807
9318,Nairobi,Kiambu,1,Personal,11,Rider_Id_101,1617
9319,Nairobi,Pumwani,3,Business,18,Rider_Id_501,1502
9320,Nairobi,Nairobi,3,Business,9,Rider_Id_843,3236
9321,Nairobi,Nairobi,1,Personal,12,Rider_Id_105,1513
9322,Nairobi,Pumwani,3,Business,20,Rider_Id_620,3253
9323,Nairobi,Pumwani,3,Business,10,Rider_Id_685,1425
9324,Nairobi,Nairobi,3,Business,3,Rider_Id_786,835
9325,Nairobi,Nairobi,3,Business,3,Rider_Id_548,990
9326,Nairobi,Pumwani,3,Business,22,Rider_Id_306,3297
9327,Nairobi,Nairobi,3,Business,7,Rider_Id_589,1220
9328,Nairobi,Nairobi,3,Business,3,Rider_Id_868,696
9329,Nairobi,Pumwani,3,Business,17,Rider_Id_512,2772
9330,Nairobi,Nairobi,3,Business,9,Rider_Id_166,1119
9331,Nairobi,Nairobi,3,Business,6,Rider_Id_103,1243
9332,Nairobi,Pumwani,3,Business,13,Rider_Id_116,1563
9333,Nairobi,Ngong,3,Business,12,Rider_Id_328,1366
9334,Pumwani,Nairobi,3,Personal,15,Rider_Id_124,1489
9335,Nairobi,Athi River,3,Business,17,Rider_Id_622,1770
9336,Nairobi,Nairobi,3,Business,6,Rider_Id_205,1329
9337,Nairobi,Pumwani,3,Business,11,Rider_Id_245,1123
9338,Nairobi,Nairobi,3,Business,8,Rider_Id_456,1054
9339,Pumwani,Ngong,3,Business,21,Rider_Id_61,1627
9340,Pumwani,Nairobi,3,Business,18,Rider_Id_192,2745
9341,Nairobi,Nairobi,3,Business,4,Rider_Id_720,557
9342,Nairobi,Nairobi,3,Business,3,Rider_Id_697,1198
9343,Nairobi,Nairobi,3,Business,6,Rider_Id_728,659
9344,Nairobi,Nairobi,3,Business,8,Rider_Id_523,1627
9345,Nairobi,Nairobi,3,Business,12,Rider_Id_584,2052
9346,Nairobi,Nairobi,3,Business,4,Rider_Id_446,435
9347,Nairobi,Nairobi,3,Business,5,Rider_Id_907,1349
9348,Nairobi,Pumwani,3,Business,15,Rider_Id_541,1471
9349,Nairobi,Nairobi,3,Business,5,Rider_Id_576,1017
9350,Nairobi,Pumwani,3,Business,17,Rider_Id_96,2196
9351,Nairobi,Pumwani,3,Business,16,Rider_Id_521,3333
9352,Nairobi,Nairobi,3,Business,8,Rider_Id_402,1818
9353,Nairobi,Nairobi,3,Business,5,Rider_Id_819,3833
9354,Nairobi,Nairobi,3,Business,5,Rider_Id_436,142
9355,Nairobi,Nairobi,3,Business,5,Rider_Id_431,1919
9356,Pumwani,Kiambu,3,Business,5,Rider_Id_445,525
9357,Nairobi,Nairobi,3,Business,8,Rider_Id_86,1071
9358,Nairobi,Nairobi,3,Business,4,Rider_Id_515,1
9359,Nairobi,Kiambu,3,Business,22,Rider_Id_576,2524
9360,Nairobi,Nairobi,3,Business,4,Rider_Id_76,669
9361,Nairobi,Nairobi,3,Business,9,Rider_Id_810,1609
9362,Nairobi,Pumwani,3,Business,12,Rider_Id_622,1454
9363,Nairobi,Nairobi,3,Business,2,Rider_Id_636,597
9364,Nairobi,Nairobi,1,Business,7,Rider_Id_379,832
9365,Nairobi,Nairobi,3,Business,8,Rider_Id_958,1305
9366,Pumwani,Pumwani,3,Business,6,Rider_Id_543,1335
9367,Pumwani,Nairobi,3,Business,4,Rider_Id_114,564
9368,Nairobi,Pumwani,3,Business,7,Rider_Id_614,2352
9369,Nairobi,Kiambu,2,Personal,17,Rider_Id_536,2224
9370,Nairobi,Nairobi,3,Business,8,Rider_Id_518,1447
9371,Nairobi,Nairobi,3,Business,10,Rider_Id_399,963
9372,Nairobi,Nairobi,3,Business,9,Rider_Id_229,1313
9373,Nairobi,Nairobi,3,Business,11,Rider_Id_518,1977
9374,Nairobi,Nairobi,3,Business,2,Rider_Id_85,427
9375,Nairobi,Nairobi,2,Personal,7,Rider_Id_648,1014
9376,Nairobi,Nairobi,3,Business,5,Rider_Id_547,1056
9377,Nairobi,Nairobi,3,Business,8,Rider_Id_178,1167
9378,Nairobi,Nairobi,3,Business,3,Rider_Id_447,1290
9379,Nairobi,Nairobi,1,Personal,10,Rider_Id_328,1493
9380,Pumwani,Nairobi,3,Business,8,Rider_Id_660,1586
9381,Nairobi,Nairobi,3,Business,11,Rider_Id_62,1183
9382,Pumwani,Nairobi,3,Business,15,Rider_Id_26,2655
9383,Nairobi,Nairobi,3,Business,8,Rider_Id_800,6410
9384,Nairobi,Nairobi,3,Business,8,Rider_Id_349,1887
9385,Pumwani,Nairobi,2,Personal,4,Rider_Id_890,542
9386,Nairobi,Nairobi,3,Business,11,Rider_Id_329,1422
9387,Nairobi,Nairobi,3,Business,17,Rider_Id_205,1246
9388,Nairobi,Nairobi,3,Business,9,Rider_Id_103,976
9389,Nairobi,Nairobi,3,Business,8,Rider_Id_219,1560
9390,Pumwani,Nairobi,2,Personal,10,Rider_Id_726,1396
9391,Pumwani,Nairobi,3,Business,9,Rider_Id_448,1241
9392,Nairobi,Nairobi,3,Business,14,Rider_Id_10,1934
9393,Nairobi,Pumwani,3,Business,13,Rider_Id_894,1772
9394,Pumwani,Nairobi,1,Personal,15,Rider_Id_320,1178
9395,Nairobi,Nairobi,3,Business,6,Rider_Id_763,3784
9396,Nairobi,Nairobi,3,Business,11,Rider_Id_39,2072
9397,Nairobi,Pumwani,3,Business,23,Rider_Id_862,2569
9398,Pumwani,Pumwani,3,Business,6,Rider_Id_507,1020
9399,Pumwani,Pumwani,3,Business,11,Rider_Id_885,2281
9400,Nairobi,Nairobi,1,Personal,7,Rider_Id_731,485
9401,Pumwani,Pumwani,3,Business,15,Rider_Id_174,1125
9402,Nairobi,Nairobi,3,Business,6,Rider_Id_692,1340
9403,Pumwani,Kiambu,3,Business,15,Rider_Id_238,2125
9404,Nairobi,Ngong,3,Business,16,Rider_Id_363,2327
9405,Ngong,Nairobi,3,Business,16,Rider_Id_739,3620
9406,Nairobi,Nairobi,3,Business,4,Rider_Id_245,838
9407,Nairobi,Nairobi,1,Personal,8,Rider_Id_312,1399
9408,Nairobi,Nairobi,3,Business,5,Rider_Id_260,4530
9409,Nairobi,Nairobi,2,Personal,9,Rider_Id_726,1639
9410,Nairobi,Nairobi,3,Business,10,Rider_Id_863,2127
9411,Pumwani,Pumwani,3,Business,8,Rider_Id_946,635
9412,Nairobi,Nairobi,3,Business,8,Rider_Id_862,889
9413,Pumwani,Pumwani,3,Business,6,Rider_Id_663,957
9414,Pumwani,Nairobi,3,Business,11,Rider_Id_878,1041
9415,Nairobi,Nairobi,3,Business,5,Rider_Id_885,2061
9416,Nairobi,Nairobi,3,Business,8,Rider_Id_297,2765
9417,Nairobi,Nairobi,3,Business,4,Rider_Id_409,740
9418,Nairobi,Pumwani,3,Business,8,Rider_Id_933,1540
9419,Nairobi,Nairobi,3,Business,4,Rider_Id_619,4
9420,Nairobi,Nairobi,3,Business,9,Rider_Id_878,1126
9421,Pumwani,Nairobi,3,Business,20,Rider_Id_498,2076
9422,Nairobi,Nairobi,2,Personal,7,Rider_Id_249,544
9423,Pumwani,Nairobi,3,Business,4,Rider_Id_511,979
9424,Pumwani,Nairobi,3,Business,9,Rider_Id_686,1601
9425,Nairobi,Nairobi,3,Business,4,Rider_Id_131,1126
9426,Nairobi,Nairobi,3,Business,9,Rider_Id_139,1187
9427,Nairobi,Nairobi,3,Business,4,Rider_Id_709,744
9428,Nairobi,Nairobi,3,Business,8,Rider_Id_43,1378
9429,Nairobi,Pumwani,3,Business,13,Rider_Id_958,2106
9430,Nairobi,Nairobi,3,Business,8,Rider_Id_771,2251
9431,Nairobi,Nairobi,3,Business,3,Rider_Id_55,920
9432,Nairobi,Nairobi,3,Business,5,Rider_Id_448,1170
9433,Nairobi,Pumwani,3,Business,16,Rider_Id_900,1690
9434,Nairobi,Nairobi,3,Business,7,Rider_Id_428,1182
9435,Nairobi,Nairobi,3,Business,7,Rider_Id_510,2173
9436,Nairobi,Nairobi,3,Business,7,Rider_Id_268,4262
9437,Nairobi,Nairobi,3,Business,3,Rider_Id_206,1960
9438,Nairobi,Ngong,3,Business,23,Rider_Id_222,3003
9439,Ngong,Nairobi,3,Business,14,Rider_Id_805,1375
9440,Nairobi,Nairobi,3,Business,10,Rider_Id_192,1247
9441,Nairobi,Nairobi,3,Business,4,Rider_Id_131,1144
9442,Nairobi,Ngong,3,Business,18,Rider_Id_680,2874
9443,Nairobi,Nairobi,3,Business,6,Rider_Id_513,846
9444,Nairobi,Nairobi,3,Business,7,Rider_Id_336,717
9445,Nairobi,Nairobi,3,Business,9,Rider_Id_411,3612
9446,Nairobi,Nairobi,3,Business,4,Rider_Id_523,577
9447,Nairobi,Nairobi,3,Business,8,Rider_Id_263,1249
9448,Nairobi,Nairobi,1,Personal,16,Rider_Id_427,1690
9449,Pumwani,Nairobi,1,Personal,8,Rider_Id_213,1369
9450,Nairobi,Nairobi,3,Business,3,Rider_Id_299,750
9451,Nairobi,Nairobi,3,Personal,10,Rider_Id_131,1112
9452,Nairobi,Ngong,3,Business,8,Rider_Id_452,908
9453,Nairobi,Nairobi,2,Personal,5,Rider_Id_782,1075
9454,Nairobi,Pumwani,1,Personal,10,Rider_Id_951,2129
9455,Nairobi,Nairobi,3,Business,4,Rider_Id_875,1795
9456,Nairobi,Nairobi,3,Business,7,Rider_Id_855,1236
9457,Pumwani,Nairobi,3,Business,14,Rider_Id_377,2074
9458,Nairobi,Nairobi,2,Personal,8,Rider_Id_223,1451
9459,Nairobi,Nairobi,3,Business,13,Rider_Id_940,1424
9460,Nairobi,Nairobi,1,Personal,4,Rider_Id_384,1578
9461,Nairobi,Pumwani,3,Business,22,Rider_Id_538,4085
9462,Nairobi,Ngong,1,Business,17,Rider_Id_857,1931
9463,Nairobi,Nairobi,3,Business,6,Rider_Id_928,4292
9464,Nairobi,Nairobi,3,Business,5,Rider_Id_411,1755
9465,Pumwani,Pumwani,3,Business,10,Rider_Id_411,1924
9466,Nairobi,Nairobi,3,Business,2,Rider_Id_338,636
9467,Pumwani,Nairobi,1,Personal,13,Rider_Id_886,1385
9468,Nairobi,Nairobi,1,Personal,9,Rider_Id_648,1522
9469,Nairobi,Nairobi,3,Business,4,Rider_Id_465,1038
9470,Kikuyu,Nairobi,3,Business,18,Rider_Id_647,1863
9471,Nairobi,Nairobi,3,Business,15,Rider_Id_519,4325
9472,Nairobi,Nairobi,3,Business,3,Rider_Id_322,1244
9473,Nairobi,Nairobi,3,Business,5,Rider_Id_725,807
9474,Nairobi,Ngong,1,Personal,18,Rider_Id_858,2432
9475,Pumwani,Nairobi,3,Business,8,Rider_Id_439,2170
9476,Pumwani,Nairobi,3,Business,10,Rider_Id_341,894
9477,Nairobi,Pumwani,3,Business,20,Rider_Id_269,4221
9478,Nairobi,Nairobi,3,Business,9,Rider_Id_726,1548
9479,Ngong,Nairobi,3,Business,16,Rider_Id_322,3085
9480,Nairobi,Pumwani,3,Business,7,Rider_Id_842,1092
9481,Nairobi,Nairobi,3,Personal,4,Rider_Id_247,904
9482,Nairobi,Pumwani,3,Business,5,Rider_Id_61,417
9483,Nairobi,Nairobi,3,Business,3,Rider_Id_99,3
9484,Nairobi,Nairobi,3,Business,6,Rider_Id_268,916
9485,Nairobi,Nairobi,3,Business,5,Rider_Id_692,1134
9486,Nairobi,Nairobi,3,Business,6,Rider_Id_75,808
9487,Nairobi,Ngong,3,Business,14,Rider_Id_30,2140
9488,Nairobi,Nairobi,1,Personal,3,Rider_Id_453,404
9489,Nairobi,Nairobi,1,Personal,5,Rider_Id_393,896
9490,Nairobi,Nairobi,3,Business,4,Rider_Id_445,1581
9491,Nairobi,Nairobi,3,Business,4,Rider_Id_239,4
9492,Nairobi,Nairobi,3,Business,11,Rider_Id_10,4
9493,Nairobi,Nairobi,3,Business,9,Rider_Id_341,1174
9494,Nairobi,Nairobi,3,Business,6,Rider_Id_206,1394
9495,Nairobi,Nairobi,3,Business,1,Rider_Id_89,703
9496,Nairobi,Nairobi,3,Business,4,Rider_Id_163,1512
9497,Ngong,Nairobi,3,Business,20,Rider_Id_680,5188
9498,Nairobi,Nairobi,3,Personal,9,Rider_Id_726,2481
9499,Athi River,Nairobi,3,Business,21,Rider_Id_769,2593
9500,Nairobi,Nairobi,3,Business,5,Rider_Id_139,1338
9501,Nairobi,Nairobi,3,Business,10,Rider_Id_581,919
9502,Nairobi,Pumwani,3,Business,4,Rider_Id_116,670
9503,Nairobi,Pumwani,3,Business,8,Rider_Id_407,2210
9504,Nairobi,Nairobi,3,Business,11,Rider_Id_953,11
9505,Pumwani,Nairobi,3,Business,9,Rider_Id_31,1816
9506,Nairobi,Pumwani,3,Business,8,Rider_Id_196,2270
9507,Nairobi,Nairobi,3,Business,5,Rider_Id_668,1297
9508,Nairobi,Nairobi,3,Business,11,Rider_Id_101,1031
9509,Nairobi,Nairobi,3,Business,6,Rider_Id_845,613
9510,Kiambu,Nairobi,1,Personal,15,Rider_Id_865,2296
9511,Nairobi,Pumwani,3,Business,22,Rider_Id_205,2104
9512,Nairobi,Nairobi,3,Business,4,Rider_Id_291,987
9513,Nairobi,Nairobi,3,Business,7,Rider_Id_504,2279
9514,Nairobi,Nairobi,3,Business,9,Rider_Id_490,2209
9515,Nairobi,Nairobi,3,Business,14,Rider_Id_4,1713
9516,Pumwani,Kiambu,2,Personal,17,Rider_Id_532,2076
9517,Nairobi,Pumwani,3,Business,22,Rider_Id_107,3537
9518,Nairobi,Nairobi,3,Business,6,Rider_Id_518,996
9519,Nairobi,Nairobi,3,Business,3,Rider_Id_518,820
